"Date of Download: 2023-06-08_18:44:58"
"Search Parameters: Data Level:all  Trait List:  Trial List:11382,11426,11456,11457,10546,10547  Accession List:  Plot List:  Plant List:  Location List:  Year List:  Include Timestamp:0  Trait Contains:  Minimum Phenotype:   Maximum Phenotype:  Exclude Phenotype Outlier: 0"

"studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","branching level counting|CO_334:0000079","dry matter content by specific gravity method|CO_334:0000160","first apical branch height measurement in cm|CO_334:0000106","fresh root yield|CO_334:0000013","fresh shoot weight measurement in kg per plot|CO_334:0000016","fresh storage root weight per plot|CO_334:0000012","frog skin disease : visual 1-5|CO_334:0000093","initial plant vigor assessment 1-5|CO_334:0000220","lodged plants estimation 1-3|CO_334:0000301","marketable root number counting|CO_334:0000169","marketable root weight measurement in kg|CO_334:0000131","non marketable root number counting|CO_334:0000168","number of planted stakes per plant counting|CO_334:0000300","number of planted stakes per plot counting|CO_334:0000159","plant architecture visual rating 1-5|CO_334:0000099","plant height measurement in cm|CO_334:0000018","plant height with leaf in cm|CO_334:0000123","plant stands harvested counting|CO_334:0000010","root color visual rating 1-3|CO_334:0000221","root constriction visual rating 1-3|CO_334:0000109","root evaluation scaled 1-5|CO_334:0000228","root length evaluation scaled 1-3|CO_334:0000226","root number per plot counting|CO_334:0000011","root weight in air|CO_334:0000157","root weight in water|CO_334:0000158","rotted storage root counting|CO_334:0000084","sprout count discrete counting|CO_334:0000138","storage root neck length visual rating 1-3|CO_334:0000223","storage root shape visual rating 1-6|CO_334:0000020","thrips severity : visual 1-5|CO_334:0002084","total carotenoid by chart 1-8|CO_334:0000161","notes"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11382","201783CQPRC_cpal","201783CQPRC_cpal","RCBD","4","5","","no","no","2017-June-23","2018-April-23","426","Corpoica Palmira","54056","PER183","","plot","6380849","201783CQPRC_cpal_rep3_PER183_31","3","3","31","3","3","check","","","32.191921182266","50","51.2","","25.6","","","2","26","24.63","","17","20","2","270","","5","3","","","","31","4.47","0.41","","18","","","","1"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11382","201783CQPRC_cpal","201783CQPRC_cpal","RCBD","4","5","","no","no","2017-June-23","2018-April-23","426","Corpoica Palmira","140368","SM1127-8","","plot","6380857","201783CQPRC_cpal_rep3_SM1127-8_36","3","3","36","3","8","test","","","39.70171875","220","55.1","","27.55","","","1","23","24.3","","32","20","1","340","","5","2","","","","37","4.41","0.57","","18","","","","1"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11382","201783CQPRC_cpal","201783CQPRC_cpal","RCBD","4","5","","no","no","2017-June-23","2018-April-23","426","Corpoica Palmira","211877","SM3106-14","","plot","6380879","201783CQPRC_cpal_rep3_SM3106-14_30","3","3","30","3","2","test","","","41.8373295454545","120","54.5","","27.25","","","1","40","22.65","","28","20","2","320","","5","1","","","","68","4.09","0.57","","20","","","","1"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11382","201783CQPRC_cpal","201783CQPRC_cpal","RCBD","4","5","","no","no","2017-June-23","2018-April-23","426","Corpoica Palmira","310088","SM3553-27","","plot","6380865","201783CQPRC_cpal_rep3_SM3553-27_29","3","3","29","3","1","test","","","39.4962125340599","340","69.4","","34.7","","","1","33","33.23","","23","20","1","360","","5","3","","","","41","4.21","0.54","","20","","","","1"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11382","201783CQPRC_cpal","201783CQPRC_cpal","RCBD","4","5","","no","no","2017-June-23","2018-April-23","426","Corpoica Palmira","310664","SM3562-32","","plot","6380884","201783CQPRC_cpal_rep3_SM3562-32_39","3","3","39","3","11","test","","","37.8109470752089","90","64.66","","32.33","","","1","46","32.33","","11","20","3","280","","5","3","","","","46","4.08","0.49","","20","","","","1"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11382","201783CQPRC_cpal","201783CQPRC_cpal","RCBD","4","5","","no","no","2017-June-23","2018-April-23","426","Corpoica Palmira","236646","SMB2446-2","Caiseli,Caiselli,CAISELLI","plot","6380866","201783CQPRC_cpal_rep3_SMB2446-2_33","3","3","33","3","5","check","","","39.7722828784119","140","54.92","","27.46","","","1","37","26.08","","14","20","1","290","","5","3","","","","49","4.63","0.6","","20","","","","2"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11426","201784BCPRC_cpal","201784BCPRC_cpal","RCBD","4","5","","no","no","2017-June-23","2018-April-23","426","Corpoica Palmira","2257835","CMB8527","","plot","6415674","201784BCPRC_cpal_rep1_CMB8527_8","1","1","8","1","8","check","","","39.2533516483516","130","43.04","","21.52","","","1","31","21.03","","13","20","2","260","","5","3","","","","35","4.17","0.53","","14.1666666666667","","","","2"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11426","201784BCPRC_cpal","201784BCPRC_cpal","RCBD","4","5","","no","no","2017-June-23","2018-April-23","426","Corpoica Palmira","323492","GM3518-66","","plot","6415684","201784BCPRC_cpal_rep1_GM3518-66_2","1","1","2","1","2","test","","","35.9400265251989","120","25.8","","12.9","","","1","14","6.23","","24","20","1","350","","5","3","","","","49","4.24","0.47","","20","","","","2"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11426","201784BCPRC_cpal","201784BCPRC_cpal","RCBD","4","5","","no","no","2017-June-23","2018-April-23","426","Corpoica Palmira","323494","GM3518-68","","plot","6415682","201784BCPRC_cpal_rep1_GM3518-68_7","1","1","7","1","7","test","","","33.8879787234042","110","29.6","","14.8","","","2","19","8.56","","22","20","2","350","","5","3","","","","53","4.18","0.42","","20","","","","3"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11426","201784BCPRC_cpal","201784BCPRC_cpal","RCBD","4","5","","no","no","2017-June-23","2018-April-23","426","Corpoica Palmira","323528","GM3594-70","","plot","6415689","201784BCPRC_cpal_rep1_GM3594-70_5","1","1","5","1","5","test","","","36.741027027027","50","24.8","","12.4","","","2","25","10.54","","20","20","3","380","","5","3","","","","38","4.18","0.48","","20","","","","2"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11426","201784BCPRC_cpal","201784BCPRC_cpal","RCBD","4","5","","no","no","2017-June-23","2018-April-23","426","Corpoica Palmira","322010","GM3650-51","","plot","6415669","201784BCPRC_cpal_rep1_GM3650-51_6","1","1","6","1","6","test","","","36.71","130","23.62","","11.81","","","2","21","9.64","","22","20","2","320","","5","3","","","","37","4.36","0.5","","18.3333333333333","","","","2"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11426","201784BCPRC_cpal","201784BCPRC_cpal","RCBD","4","5","","no","no","2017-June-23","2018-April-23","426","Corpoica Palmira","2486737","P13","","plot","6415677","201784BCPRC_cpal_rep1_P13_3","1","1","3","1","3","check","","","34.7768156424581","50","41.54","","20.77","","","1","38","18.84","","8","20","5","340","","5","3","","","","53","4","0.42","","16.6666666666667","","","","1"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11426","201784BCPRC_cpal","201784BCPRC_cpal","RCBD","4","5","","no","no","2017-June-23","2018-April-23","426","Corpoica Palmira","323773","SM3536-44","","plot","6415671","201784BCPRC_cpal_rep1_SM3536-44_1","1","1","1","1","1","test","","","33.6996495956873","120","38.8","","19.4","","","1","39","14.1","","40","20","1","370","","5","3","","","","65","4.12","0.41","","20","","","","2"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11426","201784BCPRC_cpal","201784BCPRC_cpal","RCBD","4","5","","no","no","2017-June-23","2018-April-23","426","Corpoica Palmira","323155","SM3677-74","","plot","6415683","201784BCPRC_cpal_rep1_SM3677-74_4","1","1","4","1","4","test","","","38.2251706036745","160","28.2","","14.1","","","1","30","9.13","","26","20","1","340","","5","3","","","","60","4.34","0.53","","20","","","","2"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11426","201784BCPRC_cpal","201784BCPRC_cpal","RCBD","4","5","","no","no","2017-June-23","2018-April-23","426","Corpoica Palmira","2257835","CMB8527","","plot","6415672","201784BCPRC_cpal_rep2_CMB8527_11","2","2","11","2","6","check","","","39.7630548302872","140","31.24","","15.62","","","1","33","13.63","","10","20","2","240","","5","3","","","","46","4.4","0.57","","19.1666666666667","","","","2"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11426","201784BCPRC_cpal","201784BCPRC_cpal","RCBD","4","5","","no","no","2017-June-23","2018-April-23","426","Corpoica Palmira","323492","GM3518-66","","plot","6415675","201784BCPRC_cpal_rep2_GM3518-66_10","2","2","10","2","7","test","","","34.5177120822622","100","20.5","","10.25","","","3","18","6.04","","18","20","1","300","","5","3","","","","41","4.34","0.45","","20","","","","2"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11426","201784BCPRC_cpal","201784BCPRC_cpal","RCBD","4","5","","no","no","2017-June-23","2018-April-23","426","Corpoica Palmira","323494","GM3518-68","","plot","6415668","201784BCPRC_cpal_rep2_GM3518-68_9","2","2","9","2","8","test","","","35.1659331476323","120","31.32","","15.66","","","2","35","10.27","","32","20","1","380","","5","3","","","","62","4.02","0.43","","20","","","","3"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11426","201784BCPRC_cpal","201784BCPRC_cpal","RCBD","4","5","","no","no","2017-June-23","2018-April-23","426","Corpoica Palmira","323528","GM3594-70","","plot","6415676","201784BCPRC_cpal_rep2_GM3594-70_15","2","2","15","2","2","test","","","35.0301081081081","40","24.9","","12.45","","","2","25","9.76","","14","20","2","320","","5","3","","","","43","4.14","0.44","","20","","","","2"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11426","201784BCPRC_cpal","201784BCPRC_cpal","RCBD","4","5","","no","no","2017-June-23","2018-April-23","426","Corpoica Palmira","322010","GM3650-51","","plot","6415679","201784BCPRC_cpal_rep2_GM3650-51_12","2","2","12","2","5","test","","","44.5204398826979","120","30.76","","15.38","","","2","28","12.6","","15","20","2","310","","5","3","","","","46","4.02","0.61","","20","","","","2"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11426","201784BCPRC_cpal","201784BCPRC_cpal","RCBD","4","5","","no","no","2017-June-23","2018-April-23","426","Corpoica Palmira","2486737","P13","","plot","6415673","201784BCPRC_cpal_rep2_P13_14","2","2","14","2","3","check","","","37.3400817438692","70","41.34","","20.67","","","3","35","19.28","","15","20","5","240","","5","3","","","","43","4.16","0.49","","18.3333333333333","","","","1"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11426","201784BCPRC_cpal","201784BCPRC_cpal","RCBD","4","5","","no","no","2017-June-23","2018-April-23","426","Corpoica Palmira","323773","SM3536-44","","plot","6415667","201784BCPRC_cpal_rep2_SM3536-44_13","2","2","13","2","4","test","","","36.1516085790884","90","38.12","","19.06","","","1","37","16.29","","20","20","1","390","","5","3","","","","57","4.2","0.47","","20","","","","2"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11426","201784BCPRC_cpal","201784BCPRC_cpal","RCBD","4","5","","no","no","2017-June-23","2018-April-23","426","Corpoica Palmira","323155","SM3677-74","","plot","6415686","201784BCPRC_cpal_rep2_SM3677-744_16","2","2","16","2","1","test","","","37.3677540106952","150","54.8","","27.4","","","1","38","20.62","","23","20","1","360","","5","3","","","","74","4.24","0.5","","20","","","","2"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11426","201784BCPRC_cpal","201784BCPRC_cpal","RCBD","4","5","","no","no","2017-June-23","2018-April-23","426","Corpoica Palmira","2257835","CMB8527","","plot","6415666","201784BCPRC_cpal_rep3_CMB8527_19","3","3","19","3","3","check","","","38.9961256544502","140","45.48","","22.74","","","1","31","21.15","","13","20","2","260","","5","3","","","","41","4.37","0.55","","18.3333333333333","","","","2"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11426","201784BCPRC_cpal","201784BCPRC_cpal","RCBD","4","5","","no","no","2017-June-23","2018-April-23","426","Corpoica Palmira","323492","GM3518-66","","plot","6415687","201784BCPRC_cpal_rep3_GM3518-66_24","3","3","24","3","8","test","","","35.21772845953","90","23.15","","11.575","","","2","16","6.135","","31","20","1","320","","5","3","","","","45","4.29","0.46","","19.1666666666667","","","","2"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11426","201784BCPRC_cpal","201784BCPRC_cpal","RCBD","4","5","","no","no","2017-June-23","2018-April-23","426","Corpoica Palmira","323494","GM3518-68","","plot","6415670","201784BCPRC_cpal_rep3_GM3518-68_22","3","3","22","3","6","test","","","34.5121768707482","130","30.46","","15.23","","","1","27","9.415","","22","20","1","380","","5","3","","","","57.5","4.1","0.425","","20","","","","3"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11426","201784BCPRC_cpal","201784BCPRC_cpal","RCBD","4","5","","no","no","2017-June-23","2018-April-23","426","Corpoica Palmira","323528","GM3594-70","","plot","6415678","201784BCPRC_cpal_rep3_GM3594-70_17","3","3","17","3","1","test","","","44.705567867036","60","43.58","","21.79","","","1","33","17.51","","28","20","2","340","","5","3","","","","56","4.26","0.65","","20","","","","2"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11426","201784BCPRC_cpal","201784BCPRC_cpal","RCBD","4","5","","no","no","2017-June-23","2018-April-23","426","Corpoica Palmira","322010","GM3650-51","","plot","6415680","201784BCPRC_cpal_rep3_GM3650-51_23","3","3","23","3","7","test","","","40.3734938101788","110","27.19","","13.595","","","3","24.5","11.12","","28","20","2","340","","5","3","","","","41.5","4.19","0.555","","20","","","","2"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11426","201784BCPRC_cpal","201784BCPRC_cpal","RCBD","4","5","","no","no","2017-June-23","2018-April-23","426","Corpoica Palmira","2486737","P13","","plot","6415688","201784BCPRC_cpal_rep3_P13_20","3","3","20","3","4","check","","","29.7751428571429","40","35.82","","17.91","","","1","29","15.99","","8","20","5","260","","5","3","","","","43","4.56","0.36","","20","","","","1"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11426","201784BCPRC_cpal","201784BCPRC_cpal","RCBD","4","5","","no","no","2017-June-23","2018-April-23","426","Corpoica Palmira","323773","SM3536-44","","plot","6415685","201784BCPRC_cpal_rep3_SM3536-44_21","3","3","21","3","5","test","","","35.1506914893617","140","19.62","","9.81","","","1","16","7.44","","26","20","1","370","","5","3","","","","33","4.21","0.45","","20","","","","2"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11426","201784BCPRC_cpal","201784BCPRC_cpal","RCBD","4","5","","no","no","2017-June-23","2018-April-23","426","Corpoica Palmira","323155","SM3677-74","","plot","6415681","201784BCPRC_cpal_rep3_SM3677-74_18","3","3","18","3","2","test","","","35.7215068493151","140","55.5","","27.75","","","1","27","22.73","","19","20","1","370","","5","3","","","","43","4.1","0.45","","20","","","","2"," (Operator: lizbethpino, Time: )"
"2018","174","CIAT","CIAT cassava breeding, Cali, Colombia","11456","201894CQPRC_cpal","201894CQPRC_cpal","RCBD","4","5","","no","no","2018-July-26","2019-June-11","426","Corpoica Palmira","139257","CG1141-1","","plot","6418627","201894CQPRC_cpal_rep1_CG1141-1_12","1","1","12","1","12","check","","","41.7750769230769","125.8","57.32","","28.66","","","1","40","22.1","6.4","32.2","20","3","311.2","","5","3","2","","2","72","3.02","0.42","","20","1","2","","1"," (Operator: lizbethpino, Time: )"
"2018","174","CIAT","CIAT cassava breeding, Cali, Colombia","11456","201894CQPRC_cpal","201894CQPRC_cpal","RCBD","4","5","","no","no","2018-July-26","2019-June-11","426","Corpoica Palmira","152748","CM9456-12","","plot","6418638","201894CQPRC_cpal_rep1_CM9456-12_1","1","1","1","1","1","test","","","40.3886111111111","137.4","80.16","","40.08","","","1","54","33.1","8.2","18.4","20","2","232.2","","5","3","1","","2","95","3.32","0.44","","20","1","2","","1"," (Operator: lizbethpino, Time: )"
"2018","174","CIAT","CIAT cassava breeding, Cali, Colombia","11456","201894CQPRC_cpal","201894CQPRC_cpal","RCBD","4","5","","no","no","2018-July-26","2019-June-11","426","Corpoica Palmira","2257835","CMB8527","","plot","6418649","201894CQPRC_cpal_rep1_CMB8527_2","1","1","2","1","2","test","","","41.7750769230769","148.6","57.72","","28.86","","","1","43","22.94","6.8","16.2","20","1","232.2","","5","3","1","","2","77","3.02","0.42","","20","1","2","","1"," (Operator: lizbethpino, Time: )"
"2018","174","CIAT","CIAT cassava breeding, Cali, Colombia","11456","201894CQPRC_cpal","201894CQPRC_cpal","RCBD","4","5","","no","no","2018-July-26","2019-June-11","426","Corpoica Palmira","274508","COL2214","","plot","6418654","201894CQPRC_cpal_rep1_COL2214_13","1","1","13","1","13","check","","","38.4653125","105.4","35.96","","17.98","","","1","31","16.62","1.6","31.6","20","3","268","","5","3","1","","2","39","2.92","0.36","","19","1","2","","1"," (Operator: lizbethpino, Time: )"
"2018","174","CIAT","CIAT cassava breeding, Cali, Colombia","11456","201894CQPRC_cpal","201894CQPRC_cpal","RCBD","4","5","","no","no","2018-July-26","2019-June-11","426","Corpoica Palmira","283566","GM1692-56","","plot","6418662","201894CQPRC_cpal_rep1_GM1692-56_3","1","1","3","1","3","test","","","41.5799236641221","139.2","51.84","","25.92","","","3","39","21.04","6.8","36","20","1","389.2","","5","3","2","","2","73","3.04","0.42","","20","1","3","","1"," (Operator: lizbethpino, Time: )"
"2018","174","CIAT","CIAT cassava breeding, Cali, Colombia","11456","201894CQPRC_cpal","201894CQPRC_cpal","RCBD","4","5","","no","no","2018-July-26","2019-June-11","426","Corpoica Palmira","166651","GM214-62","","plot","6418658","201894CQPRC_cpal_rep1_GM214-62_4","1","1","4","1","4","test","","","40.6472058823529","145.8","54","","27","","","2","41","21.26","6.8","34.4","20","2","358.8","","5","3","1","","2","75","3.14","0.42","","20","1","1","","1"," (Operator: lizbethpino, Time: )"
"2018","174","CIAT","CIAT cassava breeding, Cali, Colombia","11456","201894CQPRC_cpal","201894CQPRC_cpal","RCBD","4","5","","no","no","2018-July-26","2019-June-11","426","Corpoica Palmira","309095","GM3790-2","","plot","6418651","201894CQPRC_cpal_rep1_GM3790-2_5","1","1","5","1","5","test","","","43.4514754098361","185.6","60.6","","30.3","","","3","31","17.82","11.4","37.2","20","1","359.2","","5","3","1","","2","88","2.86","0.42","","20","1","1","","2"," (Operator: lizbethpino, Time: )"
"2018","174","CIAT","CIAT cassava breeding, Cali, Colombia","11456","201894CQPRC_cpal","201894CQPRC_cpal","RCBD","4","5","","no","no","2018-July-26","2019-June-11","426","Corpoica Palmira","2486737","P13","","plot","6418664","201894CQPRC_cpal_rep1_P13_14","1","1","14","1","14","check","","","35.9925","134.2","105.48","","52.74","","","2","66","49.36","3","37.4","20","4","254.2","","5","3","1","","3","81","3.42","0.38","","18","1","4","","1"," (Operator: lizbethpino, Time: )"
"2018","174","CIAT","CIAT cassava breeding, Cali, Colombia","11456","201894CQPRC_cpal","201894CQPRC_cpal","RCBD","4","5","","no","no","2018-July-26","2019-June-11","426","Corpoica Palmira","54056","PER183","","plot","6418637","201894CQPRC_cpal_rep1_PER183_6","1","1","6","1","6","check","","","30.9318604651162","94.4","72.56","","36.28","","","3","45","34.68","1.8","30.2","20","3","352","","5","3","1","","2","54","2.82","0.24","","20","1","1","","1"," (Operator: lizbethpino, Time: )"
"2018","174","CIAT","CIAT cassava breeding, Cali, Colombia","11456","201894CQPRC_cpal","201894CQPRC_cpal","RCBD","4","5","","no","no","2018-July-26","2019-June-11","426","Corpoica Palmira","140368","SM1127-8","","plot","6418656","201894CQPRC_cpal_rep1_SM1127-8_7","1","1","7","1","7","test","","","38.4653125","210.6","46.12","","23.06","","","3","27","17.56","6.4","44.4","20","1","371","","5","3","1","","2","59","2.92","0.36","","20","1","2","","1"," (Operator: lizbethpino, Time: )"
"2018","174","CIAT","CIAT cassava breeding, Cali, Colombia","11456","201894CQPRC_cpal","201894CQPRC_cpal","RCBD","4","5","","no","no","2018-July-26","2019-June-11","426","Corpoica Palmira","211877","SM3106-14","","plot","6418634","201894CQPRC_cpal_rep1_SM3106-14_8","1","1","8","1","8","test","","","39.5196124031008","112.8","48.48","","24.24","","","2","31","17.9","6.8","34","20","3","371.2","","5","1","2","","2","65","2.96","0.38","","20","1","2","","1"," (Operator: lizbethpino, Time: )"
"2018","174","CIAT","CIAT cassava breeding, Cali, Colombia","11456","201894CQPRC_cpal","201894CQPRC_cpal","RCBD","4","5","","no","no","2018-July-26","2019-June-11","426","Corpoica Palmira","310088","SM3553-27","","plot","6418628","201894CQPRC_cpal_rep1_SM3553-27_9","1","1","9","1","9","test","","","40.938125","330.25","76.22","","38.11","","","2","43","33.16","3.8","52.4","20","1","422.6","","5","3","1","","2","62","2.96","0.4","","20","1","2","","1"," (Operator: lizbethpino, Time: )"
"2018","174","CIAT","CIAT cassava breeding, Cali, Colombia","11456","201894CQPRC_cpal","201894CQPRC_cpal","RCBD","4","5","","no","no","2018-July-26","2019-June-11","426","Corpoica Palmira","310664","SM3562-32","","plot","6418647","201894CQPRC_cpal_rep1_SM3562-32_10","1","1","10","1","10","test","","","39.949","123.4","47.58","","23.79","","","2","29","17.39","7.2","27.6","20","3","385.4","","5","3","1","","2","65","3.22","0.42","","20","1","1","","1"," (Operator: lizbethpino, Time: )"
"2018","174","CIAT","CIAT cassava breeding, Cali, Colombia","11456","201894CQPRC_cpal","201894CQPRC_cpal","RCBD","4","5","","no","no","2018-July-26","2019-June-11","426","Corpoica Palmira","236646","SMB2446-2","Caiseli,Caiselli,CAISELLI","plot","6418631","201894CQPRC_cpal_rep1_SMB2446-2_11","1","1","11","1","11","check","","","42.5866666666666","203.2","44.96","","22.48","","","1","32","16.08","6.6","34.6","20","2","340","","5","3","1","","3","65","3.08","0.44","","20","1","2","","1"," (Operator: lizbethpino, Time: )"
"2018","174","CIAT","CIAT cassava breeding, Cali, Colombia","11456","201894CQPRC_cpal","201894CQPRC_cpal","RCBD","4","5","","no","no","2018-July-26","2019-June-11","426","Corpoica Palmira","139257","CG1141-1","","plot","6418665","201894CQPRC_cpal_rep2_CG1141-1_22","2","2","22","2","7","check","","","43.8778321678321","110","46.36","","23.18","","","1","29","17.08","6.4","27.4","20","3","314.4","","5","3","2","","2","61","3.36","0.5","","20","1","2","","1"," (Operator: lizbethpino, Time: )"
"2018","174","CIAT","CIAT cassava breeding, Cali, Colombia","11456","201894CQPRC_cpal","201894CQPRC_cpal","RCBD","4","5","","no","no","2018-July-26","2019-June-11","426","Corpoica Palmira","152748","CM9456-12","","plot","6418636","201894CQPRC_cpal_rep2_CM9456-12_19","2","2","19","2","10","test","","","37.6881428571428","119.2","53.28","","26.64","","","1","35","19.46","7.2","15.4","20","3","241.6","","5","3","2","","2","71","3.18","0.38","","20","1","2","","1"," (Operator: lizbethpino, Time: )"
"2018","174","CIAT","CIAT cassava breeding, Cali, Colombia","11456","201894CQPRC_cpal","201894CQPRC_cpal","RCBD","4","5","","no","no","2018-July-26","2019-June-11","426","Corpoica Palmira","2257835","CMB8527","","plot","6418660","201894CQPRC_cpal_rep2_CMB8527_15","2","2","15","2","14","test","","","64.7090322580645","123.2","30.8","","15.4","","","1","14","7.34","7.2","33.2","20","2","278.8","","5","3","1","","2","50","3.24","0.76","","20","1","2","","1"," (Operator: lizbethpino, Time: )"
"2018","174","CIAT","CIAT cassava breeding, Cali, Colombia","11456","201894CQPRC_cpal","201894CQPRC_cpal","RCBD","4","5","","no","no","2018-July-26","2019-June-11","426","Corpoica Palmira","274508","COL2214","","plot","6418663","201894CQPRC_cpal_rep2_COL2214_18","2","2","18","2","11","check","","","38.99944","155.6","67.16","","33.58","","","2","50","28.94","3.8","20","20","3","242","","5","3","1","","2","69","2.86","0.36","","19","1","2","","1"," (Operator: lizbethpino, Time: )"
"2018","174","CIAT","CIAT cassava breeding, Cali, Colombia","11456","201894CQPRC_cpal","201894CQPRC_cpal","RCBD","4","5","","no","no","2018-July-26","2019-June-11","426","Corpoica Palmira","283566","GM1692-56","","plot","6418640","201894CQPRC_cpal_rep2_GM1692-56_23","2","2","23","2","6","test","","","44.5081456953642","91.6","64.48","","32.24","","","2","39","24.44","8","32","20","2","340.8","","5","3","2","","2","79","3.56","0.54","","20","1","3","","1"," (Operator: lizbethpino, Time: )"
"2018","174","CIAT","CIAT cassava breeding, Cali, Colombia","11456","201894CQPRC_cpal","201894CQPRC_cpal","RCBD","4","5","","no","no","2018-July-26","2019-June-11","426","Corpoica Palmira","166651","GM214-62","","plot","6418657","201894CQPRC_cpal_rep2_GM214-62_17","2","2","17","2","12","test","","","42.2763529411765","144.6","57.24","","28.62","","","1","47","24.14","5.6","13.6","20","1","224.6","","5","3","2","","2","75","1.98","0.28","","20","1","1","","1"," (Operator: lizbethpino, Time: )"
"2018","174","CIAT","CIAT cassava breeding, Cali, Colombia","11456","201894CQPRC_cpal","201894CQPRC_cpal","RCBD","4","5","","no","no","2018-July-26","2019-June-11","426","Corpoica Palmira","309095","GM3790-2","","plot","6418639","201894CQPRC_cpal_rep2_GM3790-2_26","2","2","26","2","3","test","","","42.5866666666666","131","43.32","","21.66","","","1","27","16.32","4.2","31.6","20","1","344.8","","5","3","1","","2","48","3.36","0.48","","20","1","1","","2"," (Operator: lizbethpino, Time: )"
"2018","174","CIAT","CIAT cassava breeding, Cali, Colombia","11456","201894CQPRC_cpal","201894CQPRC_cpal","RCBD","4","5","","no","no","2018-July-26","2019-June-11","426","Corpoica Palmira","2486737","P13","","plot","6418644","201894CQPRC_cpal_rep2_P13_20","2","2","20","2","9","check","","","38.6405511811023","134.2","58.96","","29.48","","","1","41","25.08","5","17","20","4","298.4","","5","3","1","","3","66","2.9","0.36","","20","1","4","","1"," (Operator: lizbethpino, Time: )"
"2018","174","CIAT","CIAT cassava breeding, Cali, Colombia","11456","201894CQPRC_cpal","201894CQPRC_cpal","RCBD","4","5","","no","no","2018-July-26","2019-June-11","426","Corpoica Palmira","54056","PER183","","plot","6418624","201894CQPRC_cpal_rep2_PER183_28","2","2","28","2","1","check","","","34.2968571428571","117.4","47.08","","23.54","","","1","29","22.22","2.2","27.4","20","3","341.2","","5","3","1","","2","40","3.12","0.32","","20","1","3","","1"," (Operator: lizbethpino, Time: )"
